data_seed,model_seed,node_index,explanation_seconds,ig_completeness_residual,ig_0,feature_0,ig_1,feature_1,ig_2,feature_2,ig_3,feature_3,ig_4,feature_4,ig_5,feature_5
2026,0,1,2.8908182200002557,9.876489639282227e-05,0.10325600951910019,Age (normalized),0.20636382699012756,Health score,0.0,Smoking status,0.003272758098319173,BMI risk index,0.030184218659996986,Preventive check-up adherence,0.0292473416775465,Claims in previous 12 months (normalized)
2026,0,6,4.664930070000082,3.081560134887695e-05,0.08985796570777893,Age (normalized),0.1729537397623062,Health score,0.0,Smoking status,0.053133297711610794,BMI risk index,0.08515811711549759,Preventive check-up adherence,0.06974983215332031,Claims in previous 12 months (normalized)
2026,0,9,4.667087585000445,0.00022424757480621338,0.08464808017015457,Age (normalized),0.17715391516685486,Health score,0.0,Smoking status,0.07057004421949387,BMI risk index,0.05437900498509407,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,29,0.22502380700007052,0.0006885714828968048,0.1170356422662735,Age (normalized),0.13026385009288788,Health score,0.0,Smoking status,0.04240323603153229,BMI risk index,0.13954786956310272,Preventive check-up adherence,0.07940016686916351,Claims in previous 12 months (normalized)
2026,0,31,0.3091241299998728,0.00022459030151367188,0.15710747241973877,Age (normalized),0.09813324362039566,Health score,0.0,Smoking status,0.016503944993019104,BMI risk index,0.13384932279586792,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,38,0.2526870060000874,3.284960985183716e-05,0.0974975973367691,Age (normalized),0.20913957059383392,Health score,0.0,Smoking status,0.021052423864603043,BMI risk index,0.08252038806676865,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,40,5.220035993000238,0.0006085224449634552,0.07295674830675125,Age (normalized),0.21302323043346405,Health score,0.0,Smoking status,0.015852350741624832,BMI risk index,0.07655294239521027,Preventive check-up adherence,0.02143603004515171,Claims in previous 12 months (normalized)
2026,0,43,1.2697558270001537,0.0002047233283519745,0.20715561509132385,Age (normalized),0.13597697019577026,Health score,0.0,Smoking status,0.0368780754506588,BMI risk index,0.11760157346725464,Preventive check-up adherence,0.08234139531850815,Claims in previous 12 months (normalized)
2026,0,45,0.7618383130002258,0.00017412006855010986,0.15143363177776337,Age (normalized),0.28730592131614685,Health score,0.23620158433914185,Smoking status,0.039959151297807693,BMI risk index,0.1531912386417389,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,46,0.5876220730006025,0.00024139881134033203,0.19007211923599243,Age (normalized),0.2541261613368988,Health score,0.0,Smoking status,0.04358251765370369,BMI risk index,0.06471064686775208,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,53,0.30664598000021215,7.090717554092407e-05,0.11452513188123703,Age (normalized),0.19562414288520813,Health score,0.0,Smoking status,0.002631461713463068,BMI risk index,0.08069721609354019,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,61,0.3967274440001347,0.0005536898970603943,0.046489518135786057,Age (normalized),0.2329961508512497,Health score,0.23220834136009216,Smoking status,0.07810071855783463,BMI risk index,0.12364376336336136,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,69,0.31816482199974416,0.0007329732179641724,0.0875176414847374,Age (normalized),0.20267978310585022,Health score,0.0,Smoking status,0.013753343373537064,BMI risk index,0.08562836050987244,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,72,0.6944966470000509,0.00025712698698043823,0.246490016579628,Age (normalized),0.3537127673625946,Health score,0.23054945468902588,Smoking status,0.020783914253115654,BMI risk index,0.10573455691337585,Preventive check-up adherence,0.12467166036367416,Claims in previous 12 months (normalized)
2026,0,75,0.45561118600016925,0.000209808349609375,0.13591496646404266,Age (normalized),0.12126720696687698,Health score,0.22584180533885956,Smoking status,0.04906519502401352,BMI risk index,0.1275537610054016,Preventive check-up adherence,0.03627580776810646,Claims in previous 12 months (normalized)
2026,0,76,0.24173221600085526,0.00016710162162780762,0.09684646129608154,Age (normalized),0.12394015491008759,Health score,0.19306594133377075,Smoking status,0.0841270461678505,BMI risk index,0.10860870033502579,Preventive check-up adherence,0.1655334085226059,Claims in previous 12 months (normalized)
2026,0,94,0.3427537610004947,0.0006575509905815125,0.08144740015268326,Age (normalized),0.19478091597557068,Health score,0.0,Smoking status,0.01121450774371624,BMI risk index,0.07941511273384094,Preventive check-up adherence,0.025090819224715233,Claims in previous 12 months (normalized)
2026,0,107,0.8360914490003779,0.00029963254928588867,0.13059599697589874,Age (normalized),0.2315552830696106,Health score,0.0,Smoking status,0.07134324312210083,BMI risk index,0.0608452707529068,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,110,0.34976242700031435,0.000571519136428833,0.05335915833711624,Age (normalized),0.15607793629169464,Health score,0.0,Smoking status,0.017925456166267395,BMI risk index,0.10818074643611908,Preventive check-up adherence,0.030683044344186783,Claims in previous 12 months (normalized)
2026,0,111,0.15891659299995808,0.00010119378566741943,0.0,Age (normalized),0.14359156787395477,Health score,0.0,Smoking status,0.0541180856525898,BMI risk index,0.08275106549263,Preventive check-up adherence,0.03393802419304848,Claims in previous 12 months (normalized)
2026,0,126,0.18172214100013662,0.00038929283618927,0.10552992671728134,Age (normalized),0.14642208814620972,Health score,0.0,Smoking status,0.05201568081974983,BMI risk index,0.0913904681801796,Preventive check-up adherence,0.03143862634897232,Claims in previous 12 months (normalized)
2026,0,129,0.15184764599962364,0.0007270164787769318,0.05109157785773277,Age (normalized),0.1442597508430481,Health score,0.0,Smoking status,0.08602011203765869,BMI risk index,0.060818374156951904,Preventive check-up adherence,0.0791241005063057,Claims in previous 12 months (normalized)
2026,0,132,0.22096446199975617,0.0003653913736343384,0.12065109610557556,Age (normalized),0.22892087697982788,Health score,0.0,Smoking status,0.04023738205432892,BMI risk index,0.06227915361523628,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,141,0.28319882300093013,0.0001767091453075409,0.014438632875680923,Age (normalized),0.18594081699848175,Health score,0.0,Smoking status,0.025108180940151215,BMI risk index,0.062204405665397644,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,143,0.2613161860008404,0.0004786550998687744,0.10725892335176468,Age (normalized),0.21535751223564148,Health score,0.0,Smoking status,0.13512106239795685,BMI risk index,0.11031921207904816,Preventive check-up adherence,0.07085263729095459,Claims in previous 12 months (normalized)
2026,0,145,0.255608114000097,3.27378511428833e-05,0.21714311838150024,Age (normalized),0.16962642967700958,Health score,0.23232071101665497,Smoking status,0.04054723680019379,BMI risk index,0.10458125919103622,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,155,0.32303633599894965,0.0004972442984580994,0.017513377591967583,Age (normalized),0.1789877861738205,Health score,0.0,Smoking status,0.031058281660079956,BMI risk index,0.060677360743284225,Preventive check-up adherence,0.02464156597852707,Claims in previous 12 months (normalized)
2026,0,157,0.252830497001014,8.608400821685791e-05,0.0,Age (normalized),0.28898483514785767,Health score,0.21296194195747375,Smoking status,0.12905330955982208,BMI risk index,0.10515673458576202,Preventive check-up adherence,0.03219776973128319,Claims in previous 12 months (normalized)
2026,0,159,0.23833744599960482,0.00038973987102508545,0.1249481663107872,Age (normalized),0.1997908353805542,Health score,0.0,Smoking status,0.03856142237782478,BMI risk index,0.08956653624773026,Preventive check-up adherence,0.027584392577409744,Claims in previous 12 months (normalized)
2026,0,163,0.30716230100006214,0.00019837915897369385,0.04461154341697693,Age (normalized),0.16862083971500397,Health score,0.0,Smoking status,0.01819254271686077,BMI risk index,0.08253684639930725,Preventive check-up adherence,0.0627184584736824,Claims in previous 12 months (normalized)
2026,0,166,0.3680014209994624,0.0012044906616210938,0.14750394225120544,Age (normalized),0.2762417495250702,Health score,0.22159045934677124,Smoking status,0.14864875376224518,BMI risk index,0.17401376366615295,Preventive check-up adherence,0.03814944997429848,Claims in previous 12 months (normalized)
2026,0,167,0.44538872400062246,0.00025366246700286865,0.152385413646698,Age (normalized),0.12530362606048584,Health score,0.0,Smoking status,0.05459778755903244,BMI risk index,0.14326395094394684,Preventive check-up adherence,0.03786706551909447,Claims in previous 12 months (normalized)
2026,0,168,0.316662549999819,0.0010841786861419678,0.04032144695520401,Age (normalized),0.19739240407943726,Health score,0.0,Smoking status,0.045991167426109314,BMI risk index,0.0706099420785904,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,173,0.2102811250006198,0.0005285739898681641,0.1646670550107956,Age (normalized),0.22572003304958344,Health score,0.0,Smoking status,0.04029358923435211,BMI risk index,0.10844756662845612,Preventive check-up adherence,0.031082794070243835,Claims in previous 12 months (normalized)
2026,0,180,0.2800962930004971,0.0005709230899810791,0.11916134506464005,Age (normalized),0.2332829087972641,Health score,0.0,Smoking status,0.006824769079685211,BMI risk index,0.0646708682179451,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,184,0.2165246450003906,8.331611752510071e-05,0.16152560710906982,Age (normalized),0.09595057368278503,Health score,0.0,Smoking status,0.020471462979912758,BMI risk index,0.11173160374164581,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,189,0.44742139899972244,0.001010805368423462,0.10729022324085236,Age (normalized),0.1627608835697174,Health score,0.0,Smoking status,0.024448564276099205,BMI risk index,0.10556883364915848,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,193,0.6439716959994257,0.00047124922275543213,0.09870638698339462,Age (normalized),0.20925210416316986,Health score,0.0,Smoking status,0.030174417421221733,BMI risk index,0.06809302419424057,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,198,0.5041003900005308,0.0005344748497009277,0.1165085881948471,Age (normalized),0.21664874255657196,Health score,0.23468004167079926,Smoking status,0.08888313919305801,BMI risk index,0.13154196739196777,Preventive check-up adherence,0.03821554407477379,Claims in previous 12 months (normalized)
2026,0,203,0.29746613899897056,0.0009376704692840576,0.08347617089748383,Age (normalized),0.2116084098815918,Health score,0.0,Smoking status,0.033278029412031174,BMI risk index,0.06942334771156311,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,217,0.15129186900048808,9.867548942565918e-05,0.05995902791619301,Age (normalized),0.21388517320156097,Health score,0.0,Smoking status,0.04909718036651611,BMI risk index,0.09641623497009277,Preventive check-up adherence,0.056261640042066574,Claims in previous 12 months (normalized)
2026,0,223,0.18874949099972582,0.0011063367128372192,0.06675998866558075,Age (normalized),0.21104839444160461,Health score,0.0,Smoking status,0.04692487418651581,BMI risk index,0.08873489499092102,Preventive check-up adherence,0.06486381590366364,Claims in previous 12 months (normalized)
2026,0,230,0.12539132100027928,0.00017186999320983887,0.08090270310640335,Age (normalized),0.19248047471046448,Health score,0.0,Smoking status,0.033655423671007156,BMI risk index,0.07641299068927765,Preventive check-up adherence,0.06107552722096443,Claims in previous 12 months (normalized)
2026,0,237,0.13076883999929123,0.00028639473021030426,0.1763971596956253,Age (normalized),0.11435500532388687,Health score,0.0,Smoking status,0.08235938102006912,BMI risk index,0.155142143368721,Preventive check-up adherence,0.04096345603466034,Claims in previous 12 months (normalized)
2026,0,247,0.14471549699919706,7.665157318115234e-05,0.027458522468805313,Age (normalized),0.20629732310771942,Health score,0.0,Smoking status,0.13892611861228943,BMI risk index,0.08684071898460388,Preventive check-up adherence,0.03329383209347725,Claims in previous 12 months (normalized)
2026,0,251,0.15005846900021425,0.00010238587856292725,0.08865553140640259,Age (normalized),0.1617235690355301,Health score,0.0,Smoking status,0.00022015224385540932,BMI risk index,0.0988789051771164,Preventive check-up adherence,0.03042757883667946,Claims in previous 12 months (normalized)
2026,0,254,0.13681021399952442,0.00027740001678466797,0.10853277891874313,Age (normalized),0.27477461099624634,Health score,0.22564011812210083,Smoking status,0.07736408710479736,BMI risk index,0.13636553287506104,Preventive check-up adherence,0.036791689693927765,Claims in previous 12 months (normalized)
2026,0,255,0.13903268899957766,0.00015272945165634155,0.03142432123422623,Age (normalized),0.19017446041107178,Health score,0.0,Smoking status,0.02046234719455242,BMI risk index,0.07658951729536057,Preventive check-up adherence,0.026847854256629944,Claims in previous 12 months (normalized)
2026,0,256,0.17325863299993216,0.0009231120347976685,0.12927530705928802,Age (normalized),0.24204203486442566,Health score,0.0,Smoking status,0.03794555366039276,BMI risk index,0.04311671108007431,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,260,0.14555821199974162,0.0009997263550758362,0.13331663608551025,Age (normalized),0.3010624647140503,Health score,0.23916836082935333,Smoking status,0.04268816486001015,BMI risk index,0.09919825196266174,Preventive check-up adherence,0.1111987754702568,Claims in previous 12 months (normalized)
2026,0,261,0.14018248899992614,0.0010672099888324738,0.003668790217489004,Age (normalized),0.16675259172916412,Health score,0.0,Smoking status,0.011249028146266937,BMI risk index,0.04975606128573418,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,294,0.1397460799998953,0.00026103854179382324,0.1306275874376297,Age (normalized),0.24772152304649353,Health score,0.0,Smoking status,0.038325946778059006,BMI risk index,0.06848521530628204,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,296,0.174935555999582,0.0004675537347793579,0.10001740604639053,Age (normalized),0.2010946273803711,Health score,0.0,Smoking status,0.010526740923523903,BMI risk index,0.0816529169678688,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,299,0.13532140500046808,0.0002156570553779602,0.1232868954539299,Age (normalized),0.31329694390296936,Health score,0.22695638239383698,Smoking status,0.02447875216603279,BMI risk index,0.0663730651140213,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,301,0.15127132499947038,1.315772533416748e-05,0.03950730338692665,Age (normalized),0.17598992586135864,Health score,0.0,Smoking status,0.012626935727894306,BMI risk index,0.05542122945189476,Preventive check-up adherence,0.029957732185721397,Claims in previous 12 months (normalized)
2026,0,305,0.19269088199962425,0.0001070946455001831,0.20224125683307648,Age (normalized),0.24934935569763184,Health score,0.0,Smoking status,0.05189753323793411,BMI risk index,0.062395256012678146,Preventive check-up adherence,0.07076472789049149,Claims in previous 12 months (normalized)
2026,0,308,0.1296779839994997,0.00035396963357925415,0.05502757802605629,Age (normalized),0.1758234053850174,Health score,0.0,Smoking status,0.08254881203174591,BMI risk index,0.11102977395057678,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,310,0.1504023249999591,0.0009325295686721802,0.10342831164598465,Age (normalized),0.24539877474308014,Health score,0.2406606525182724,Smoking status,0.06986279785633087,BMI risk index,0.13833309710025787,Preventive check-up adherence,0.12134985625743866,Claims in previous 12 months (normalized)
2026,0,313,0.15597917900049652,0.00021244585514068604,0.09480312466621399,Age (normalized),0.15430939197540283,Health score,0.0,Smoking status,0.05752819404006004,BMI risk index,0.07057997584342957,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,316,0.15774836899981892,0.0002637505531311035,0.04687536507844925,Age (normalized),0.2182377427816391,Health score,0.0,Smoking status,0.05510982498526573,BMI risk index,0.04929596185684204,Preventive check-up adherence,0.030310241505503654,Claims in previous 12 months (normalized)
2026,0,319,0.14243461699970794,9.223818778991699e-05,0.052667610347270966,Age (normalized),0.18571414053440094,Health score,0.0,Smoking status,0.012060856446623802,BMI risk index,0.04504785314202309,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,323,0.18695501599995623,4.817545413970947e-05,0.06591704487800598,Age (normalized),0.15864276885986328,Health score,0.0,Smoking status,0.04430973902344704,BMI risk index,0.0941227599978447,Preventive check-up adherence,0.030973443761467934,Claims in previous 12 months (normalized)
2026,0,324,0.1463557420001962,0.0005353763699531555,0.0654364749789238,Age (normalized),0.16761572659015656,Health score,0.0,Smoking status,0.05811198428273201,BMI risk index,0.09617197513580322,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,333,0.10774488399965776,9.894371032714844e-05,0.03574974834918976,Age (normalized),0.14975164830684662,Health score,0.0,Smoking status,0.004838672466576099,BMI risk index,0.049945343285799026,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,334,0.126202359000672,0.000502072274684906,0.023805594071745872,Age (normalized),0.1572527289390564,Health score,0.0,Smoking status,0.007046033162623644,BMI risk index,0.07595102488994598,Preventive check-up adherence,0.02357715182006359,Claims in previous 12 months (normalized)
2026,0,344,0.147412964999603,0.00013191252946853638,0.06969116628170013,Age (normalized),0.18230687081813812,Health score,0.0,Smoking status,0.048450734466314316,BMI risk index,0.06502831727266312,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,346,0.1347531400006119,0.00016966462135314941,0.1603316068649292,Age (normalized),0.17838925123214722,Health score,0.0,Smoking status,0.05671485885977745,BMI risk index,0.10572633892297745,Preventive check-up adherence,0.03642524406313896,Claims in previous 12 months (normalized)
2026,0,352,0.13097648699931597,0.0004252195358276367,0.19459961354732513,Age (normalized),0.20072361826896667,Health score,0.0,Smoking status,0.015297988429665565,BMI risk index,0.09432362765073776,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,353,0.16556808200039086,0.0004553794860839844,0.1717536300420761,Age (normalized),0.11004488170146942,Health score,0.22048839926719666,Smoking status,0.036103084683418274,BMI risk index,0.133182093501091,Preventive check-up adherence,0.07735986262559891,Claims in previous 12 months (normalized)
2026,0,362,0.12552058699930058,0.0002019256353378296,0.07221249490976334,Age (normalized),0.1561044454574585,Health score,0.21860307455062866,Smoking status,0.039090514183044434,BMI risk index,0.04277924820780754,Preventive check-up adherence,0.03559328243136406,Claims in previous 12 months (normalized)
2026,0,372,0.1380238300007477,0.00027494877576828003,0.08928688615560532,Age (normalized),0.19055381417274475,Health score,0.0,Smoking status,0.01737183704972267,BMI risk index,0.07716251164674759,Preventive check-up adherence,0.02972325123846531,Claims in previous 12 months (normalized)
2026,0,375,0.12772279999990133,0.0002424865961074829,0.10487434267997742,Age (normalized),0.16147100925445557,Health score,0.0,Smoking status,0.008770007640123367,BMI risk index,0.12105275690555573,Preventive check-up adherence,0.06881923973560333,Claims in previous 12 months (normalized)
2026,0,376,0.13664739799969539,8.511543273925781e-05,0.09602945297956467,Age (normalized),0.2836498022079468,Health score,0.24252727627754211,Smoking status,0.06064560264348984,BMI risk index,0.1488884836435318,Preventive check-up adherence,0.0374140702188015,Claims in previous 12 months (normalized)
2026,0,383,0.14583599700017658,0.0003076791763305664,0.07585953921079636,Age (normalized),0.23715999722480774,Health score,0.0,Smoking status,0.08224863559007645,BMI risk index,0.09170211851596832,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,386,0.1284674209991863,0.00020975619554519653,0.046069782227277756,Age (normalized),0.1961154043674469,Health score,0.0,Smoking status,0.003175938269123435,BMI risk index,0.0629928782582283,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,395,0.1536713420000524,0.0005101859569549561,0.11266886442899704,Age (normalized),0.21194306015968323,Health score,0.0,Smoking status,0.011643550358712673,BMI risk index,0.07960359007120132,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,396,0.14787380399957328,2.9340386390686035e-05,0.07510610669851303,Age (normalized),0.15671925246715546,Health score,0.0,Smoking status,0.07941882312297821,BMI risk index,0.09545081853866577,Preventive check-up adherence,0.03182308003306389,Claims in previous 12 months (normalized)
2026,0,400,0.11475497900028131,0.0009027421474456787,0.011989600956439972,Age (normalized),0.2018212378025055,Health score,0.0,Smoking status,0.015774359926581383,BMI risk index,0.08368342369794846,Preventive check-up adherence,0.06568519026041031,Claims in previous 12 months (normalized)
2026,0,403,0.14496398299979774,0.00019082427024841309,0.12533040344715118,Age (normalized),0.1933068335056305,Health score,0.0,Smoking status,0.06924427300691605,BMI risk index,0.1045999750494957,Preventive check-up adherence,0.0331890843808651,Claims in previous 12 months (normalized)
2026,0,406,0.12824056199951883,0.0002929121255874634,0.14871972799301147,Age (normalized),0.1440601795911789,Health score,0.0,Smoking status,0.08328080922365189,BMI risk index,0.09916182607412338,Preventive check-up adherence,0.08111660182476044,Claims in previous 12 months (normalized)
2026,0,410,0.15286873399963952,9.046494960784912e-05,0.05321371927857399,Age (normalized),0.20402000844478607,Health score,0.0,Smoking status,0.0031381668522953987,BMI risk index,0.039708685129880905,Preventive check-up adherence,0.02421279437839985,Claims in previous 12 months (normalized)
2026,0,411,0.14092415699997218,9.02414321899414e-05,0.08958529680967331,Age (normalized),0.174825981259346,Health score,0.0,Smoking status,0.04768446087837219,BMI risk index,0.06672510504722595,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,413,0.21437294299994392,0.00019875168800354004,0.06727908551692963,Age (normalized),0.1732359230518341,Health score,0.0,Smoking status,0.003713300684466958,BMI risk index,0.09855490177869797,Preventive check-up adherence,0.026475045830011368,Claims in previous 12 months (normalized)
2026,0,424,0.1874352300001192,7.458031177520752e-05,0.10960590094327927,Age (normalized),0.2557157278060913,Health score,0.0,Smoking status,0.10726837068796158,BMI risk index,0.09063031524419785,Preventive check-up adherence,0.02880694530904293,Claims in previous 12 months (normalized)
2026,0,426,0.2694366500008982,0.00043420493602752686,0.09917858988046646,Age (normalized),0.22671300172805786,Health score,0.0,Smoking status,0.08485745638608932,BMI risk index,0.098054900765419,Preventive check-up adherence,0.06626635044813156,Claims in previous 12 months (normalized)
2026,0,431,0.1864708030007023,0.00032135844230651855,0.16848421096801758,Age (normalized),0.23061488568782806,Health score,0.0,Smoking status,0.08201578259468079,BMI risk index,0.07916922867298126,Preventive check-up adherence,0.19545602798461914,Claims in previous 12 months (normalized)
2026,0,436,0.177911032999873,0.0001954585313796997,0.10543230921030045,Age (normalized),0.20397549867630005,Health score,0.0,Smoking status,0.03409517928957939,BMI risk index,0.061465147882699966,Preventive check-up adherence,0.032728713005781174,Claims in previous 12 months (normalized)
2026,0,439,0.23681554300037533,0.0007078014314174652,0.000625239044893533,Age (normalized),0.177714541554451,Health score,0.0,Smoking status,0.010798401199281216,BMI risk index,0.05233447998762131,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,441,0.16010252999967634,0.00019390881061553955,0.15244652330875397,Age (normalized),0.3227371871471405,Health score,0.24555471539497375,Smoking status,0.09155888855457306,BMI risk index,0.07277508080005646,Preventive check-up adherence,0.04122477397322655,Claims in previous 12 months (normalized)
2026,0,446,0.1574816809988988,0.0004400983452796936,0.05591670796275139,Age (normalized),0.23290148377418518,Health score,0.0,Smoking status,0.04684455692768097,BMI risk index,0.05283119156956673,Preventive check-up adherence,0.027356458827853203,Claims in previous 12 months (normalized)
2026,0,448,0.14315024799998355,0.00012896209955215454,0.08341231197118759,Age (normalized),0.2306250035762787,Health score,0.0,Smoking status,0.06327544897794724,BMI risk index,0.07305959612131119,Preventive check-up adherence,0.0,Claims in previous 12 months (normalized)
2026,0,453,0.19053205700038234,0.00015179812908172607,0.09441708773374557,Age (normalized),0.24488316476345062,Health score,0.0,Smoking status,0.016633091494441032,BMI risk index,0.04981112480163574,Preventive check-up adherence,0.029259804636240005,Claims in previous 12 months (normalized)
